Customer ID,Membership Start Date,Transaction Date,Payment Type,Revenue
356622,2018-11-13,2018-11-12,Monthly Fee,26.5
356622,2018-11-13,2018-12-13,Monthly Fee,26.5
356622,2018-11-13,2019-01-13,Monthly Fee,26.5
356622,2018-11-13,2019-02-13,Monthly Fee,26.5
356647,2018-11-13,2018-11-12,Annual Fee,500.3
356647,2018-11-13,2018-11-12,Monthly Fee,26.5
356652,2018-11-13,2018-11-12,Annual Fee,749.2
356652,2018-11-13,2018-11-12,Monthly Fee,26.5
356652,2018-11-13,2018-12-13,Monthly Fee,26.5
356652,2018-11-13,2019-01-13,Monthly Fee,26.5
356652,2018-11-13,2019-02-13,Monthly Fee,26.5
356652,2018-11-13,2019-03-13,Monthly Fee,26.5
356663,2018-11-13,2018-11-12,Annual Fee,1252.8
356663,2018-11-13,2018-11-12,Monthly Fee,26.5
356663,2018-11-13,2018-12-13,Monthly Fee,26.5
356663,2018-11-13,2019-01-13,Monthly Fee,26.5
356663,2018-11-13,2019-02-13,Monthly Fee,26.5
356666,2018-11-13,2018-11-12,Annual Fee,581.6
356666,2018-11-13,2018-11-12,Monthly Fee,26.5
356666,2018-11-13,2018-12-13,Monthly Fee,26.5
356666,2018-11-13,2019-01-13,Monthly Fee,26.5
356666,2018-11-13,2019-02-13,Monthly Fee,26.5
356666,2018-11-13,2019-03-13,Monthly Fee,26.5
356666,2018-11-13,2019-04-13,Monthly Fee,26.5
356666,2018-11-13,2019-05-13,Monthly Fee,26.5
356667,2018-11-13,2018-11-12,Annual Fee,323.6
356667,2018-11-13,2018-11-12,Monthly Fee,26.5
356667,2018-11-13,2018-12-14,Monthly Fee,26.5
356667,2018-11-13,2019-01-18,Monthly Fee,26.5
356717,2018-11-13,2018-11-12,Annual Fee,749.2
356717,2018-11-13,2018-11-12,Monthly Fee,26.5
356739,2018-11-13,2018-11-12,Annual Fee,382.9
356739,2018-11-13,2018-11-12,Monthly Fee,26.5
356739,2018-11-13,2018-12-13,Monthly Fee,26.5
356739,2018-11-13,2019-01-13,Monthly Fee,26.5
356739,2018-11-13,2019-02-13,Monthly Fee,26.5
356771,2018-11-13,2018-11-12,Annual Fee,453.1
356771,2018-11-13,2018-11-12,Monthly Fee,26.5
356784,2018-11-13,2018-11-12,Annual Fee,517.0
356784,2018-11-13,2018-11-12,Monthly Fee,26.5
356784,2018-11-13,2018-12-13,Monthly Fee,26.5
356784,2018-11-13,2019-01-13,Monthly Fee,26.5
356784,2018-11-13,2019-02-13,Monthly Fee,26.5
356784,2018-11-13,2019-03-13,Monthly Fee,26.5
356784,2018-11-13,2019-04-13,Monthly Fee,26.5
356784,2018-11-13,2019-05-13,Monthly Fee,26.5
356484,2018-11-12,2018-11-12,Annual Fee,269.9
356484,2018-11-12,2018-11-12,Monthly Fee,26.5
356304,2018-11-11,2018-11-10,Annual Fee,395.5
356304,2018-11-11,2018-11-10,Monthly Fee,26.5
356304,2018-11-11,2018-12-11,Monthly Fee,26.5
356315,2018-11-11,2018-11-10,Annual Fee,537.6
356315,2018-11-11,2018-11-10,Monthly Fee,26.5
356315,2018-11-11,2018-12-11,Monthly Fee,26.5
356331,2018-11-11,2018-11-10,Annual Fee,402.2
356331,2018-11-11,2018-11-10,Monthly Fee,26.5
356331,2018-11-11,2018-12-11,Monthly Fee,26.5
356331,2018-11-11,2019-01-11,Monthly Fee,26.5
356331,2018-11-11,2019-02-11,Monthly Fee,26.5
356331,2018-11-11,2019-03-11,Monthly Fee,26.5
356331,2018-11-11,2019-04-11,Monthly Fee,26.5
356331,2018-11-11,2019-05-11,Monthly Fee,26.5
356335,2018-11-11,2018-11-10,Annual Fee,1865.0
356335,2018-11-11,2018-11-10,Monthly Fee,26.5
356335,2018-11-11,2018-12-11,Monthly Fee,26.5
356335,2018-11-11,2019-01-11,Monthly Fee,26.5
356335,2018-11-11,2019-02-11,Monthly Fee,26.5
356335,2018-11-11,2019-03-11,Monthly Fee,26.5
356342,2018-11-11,2018-11-10,Annual Fee,617.0
356342,2018-11-11,2018-11-10,Monthly Fee,26.5
356343,2018-11-11,2018-11-10,Annual Fee,524.9
356343,2018-11-11,2018-11-10,Monthly Fee,26.5
356343,2018-11-11,2018-12-11,Monthly Fee,26.5
356343,2018-11-11,2019-01-11,Monthly Fee,26.5
356343,2018-11-11,2019-02-11,Monthly Fee,26.5
356343,2018-11-11,2019-03-11,Monthly Fee,26.5
356343,2018-11-11,2019-04-11,Monthly Fee,26.5
356343,2018-11-11,2019-05-11,Monthly Fee,26.5
355805,2018-11-10,2018-11-09,Annual Fee,331.9
355805,2018-11-10,2018-11-09,Monthly Fee,26.5
355833,2018-11-10,2018-11-09,Annual Fee,1000.7
355833,2018-11-10,2018-11-09,Monthly Fee,26.5
355836,2018-11-10,2018-11-09,Annual Fee,245.4
355836,2018-11-10,2018-11-09,Monthly Fee,26.5
355836,2018-11-10,2018-12-10,Monthly Fee,26.5
355846,2018-11-10,2018-11-09,Annual Fee,388.5
355846,2018-11-10,2018-11-09,Monthly Fee,26.5
355852,2018-11-10,2018-11-09,Annual Fee,237.1
355852,2018-11-10,2018-11-09,Monthly Fee,26.5
355855,2018-11-10,2018-11-09,Annual Fee,301.0
355855,2018-11-10,2018-11-09,Monthly Fee,26.5
355879,2018-11-10,2018-11-09,Annual Fee,382.9
355879,2018-11-10,2018-11-09,Monthly Fee,26.5
355879,2018-11-10,2018-12-10,Monthly Fee,26.5
355879,2018-11-10,2019-01-10,Monthly Fee,26.5
355879,2018-11-10,2019-02-10,Monthly Fee,26.5
355879,2018-11-10,2019-03-10,Monthly Fee,26.5
355879,2018-11-10,2019-04-10,Monthly Fee,26.5
355892,2018-11-10,2018-11-09,Annual Fee,658.6
355892,2018-11-10,2018-11-09,Monthly Fee,26.5
355892,2018-11-10,2018-12-10,Monthly Fee,26.5
355892,2018-11-10,2019-01-18,Monthly Fee,26.5
355892,2018-11-10,2019-02-10,Monthly Fee,26.5
355892,2018-11-10,2019-03-10,Monthly Fee,26.5
355892,2018-11-10,2019-04-10,Monthly Fee,26.5
355892,2018-11-10,2019-05-10,Monthly Fee,26.5
355900,2018-11-10,2018-11-09,Annual Fee,660.9
355900,2018-11-10,2018-11-09,Monthly Fee,26.5
355900,2018-11-10,2018-12-10,Monthly Fee,26.5
355900,2018-11-10,2019-01-11,Monthly Fee,26.5
355900,2018-11-10,2019-02-10,Monthly Fee,26.5
355900,2018-11-10,2019-03-10,Monthly Fee,26.5
355909,2018-11-10,2018-11-09,Annual Fee,277.1
355909,2018-11-10,2018-11-09,Monthly Fee,26.5
355909,2018-11-10,2018-12-10,Monthly Fee,26.5
355909,2018-11-10,2019-01-10,Monthly Fee,26.5
355909,2018-11-10,2019-02-10,Monthly Fee,26.5
355909,2018-11-10,2019-03-10,Monthly Fee,26.5
355909,2018-11-10,2019-04-10,Monthly Fee,26.5
355909,2018-11-10,2019-05-10,Monthly Fee,26.5
355912,2018-11-10,2018-11-09,Annual Fee,242.6
355912,2018-11-10,2018-11-09,Monthly Fee,26.5
355912,2018-11-10,2018-12-10,Monthly Fee,26.5
355912,2018-11-10,2019-01-10,Monthly Fee,26.5
355912,2018-11-10,2019-02-10,Monthly Fee,26.5
355912,2018-11-10,2019-03-29,Monthly Fee,26.5
355912,2018-11-10,2019-04-10,Monthly Fee,26.5
355912,2018-11-10,2019-05-10,Monthly Fee,26.5
355917,2018-11-10,2018-11-09,Annual Fee,331.9
355917,2018-11-10,2018-11-09,Monthly Fee,26.5
355917,2018-11-10,2018-12-10,Monthly Fee,26.5
355917,2018-11-10,2019-01-10,Monthly Fee,26.5
355917,2018-11-10,2019-02-10,Monthly Fee,26.5
355917,2018-11-10,2019-03-10,Monthly Fee,26.5
355917,2018-11-10,2019-04-10,Monthly Fee,26.5
355917,2018-11-10,2019-05-10,Monthly Fee,26.5
355923,2018-11-10,2018-11-09,Annual Fee,285.9
355923,2018-11-10,2018-11-09,Monthly Fee,26.5
355937,2018-11-10,2018-11-09,Annual Fee,2522.3
355937,2018-11-10,2018-11-09,Monthly Fee,26.5
355937,2018-11-10,2018-12-17,Monthly Fee,26.5
355937,2018-11-10,2019-01-10,Monthly Fee,26.5
355937,2018-11-10,2019-02-10,Monthly Fee,26.5
355937,2018-11-10,2019-03-10,Monthly Fee,26.5
355937,2018-11-10,2019-04-10,Monthly Fee,26.5
355937,2018-11-10,2019-05-10,Monthly Fee,26.5
355952,2018-11-10,2018-11-09,Annual Fee,634.7
355952,2018-11-10,2018-11-09,Monthly Fee,26.5
355952,2018-11-10,2018-12-10,Monthly Fee,26.5
355952,2018-11-10,2019-01-10,Monthly Fee,26.5
355952,2018-11-10,2019-02-10,Monthly Fee,26.5
355952,2018-11-10,2019-03-26,Monthly Fee,26.5
355952,2018-11-10,2019-04-16,Monthly Fee,26.5
355953,2018-11-10,2018-11-09,Annual Fee,508.5
355953,2018-11-10,2018-11-09,Monthly Fee,26.5
355953,2018-11-10,2018-12-10,Monthly Fee,26.5
355953,2018-11-10,2019-01-10,Monthly Fee,26.5
355964,2018-11-10,2018-11-09,Annual Fee,1987.4
355964,2018-11-10,2018-11-09,Monthly Fee,26.5
355964,2018-11-10,2018-12-10,Monthly Fee,26.5
355964,2018-11-10,2019-01-10,Monthly Fee,26.5
355964,2018-11-10,2019-02-11,Monthly Fee,26.5
355964,2018-11-10,2019-03-11,Monthly Fee,26.5
355964,2018-11-10,2019-04-10,Monthly Fee,26.5
355964,2018-11-10,2019-05-10,Monthly Fee,26.5
355974,2018-11-10,2018-11-09,Annual Fee,738.9
355974,2018-11-10,2018-11-09,Monthly Fee,26.5
355974,2018-11-10,2018-12-10,Monthly Fee,26.5
355974,2018-11-10,2019-01-10,Monthly Fee,26.5
355974,2018-11-10,2019-02-10,Monthly Fee,26.5
355974,2018-11-10,2019-03-12,Monthly Fee,26.5
355974,2018-11-10,2019-04-12,Monthly Fee,26.5
355974,2018-11-10,2019-05-10,Monthly Fee,26.5
355998,2018-11-10,2018-11-09,Annual Fee,500.3
355998,2018-11-10,2018-11-09,Monthly Fee,26.5
355998,2018-11-10,2018-12-11,Monthly Fee,26.5
355998,2018-11-10,2019-02-08,Monthly Fee,26.5
355998,2018-11-10,2019-02-19,Monthly Fee,26.5
356001,2018-11-10,2018-11-09,Annual Fee,523.4
356001,2018-11-10,2018-11-09,Monthly Fee,26.5
356023,2018-11-10,2018-11-09,Annual Fee,304.1
356023,2018-11-10,2018-11-09,Monthly Fee,26.5
356023,2018-11-10,2018-12-10,Monthly Fee,26.5
356023,2018-11-10,2019-01-10,Monthly Fee,26.5
356023,2018-11-10,2019-02-10,Monthly Fee,26.5
356023,2018-11-10,2019-03-12,Monthly Fee,26.5
356023,2018-11-10,2019-04-16,Monthly Fee,26.5
356033,2018-11-10,2018-11-09,Annual Fee,622.7
356033,2018-11-10,2018-11-09,Monthly Fee,26.5
356033,2018-11-10,2018-12-10,Monthly Fee,26.5
356033,2018-11-10,2019-01-10,Monthly Fee,26.5
356033,2018-11-10,2019-02-10,Monthly Fee,26.5
356033,2018-11-10,2019-03-10,Monthly Fee,26.5
356033,2018-11-10,2019-04-10,Monthly Fee,26.5
356038,2018-11-10,2018-11-09,Annual Fee,245.4
356038,2018-11-10,2018-11-09,Monthly Fee,26.5
356041,2018-11-10,2018-11-09,Annual Fee,331.9
356041,2018-11-10,2018-11-09,Monthly Fee,26.5
356066,2018-11-10,2018-11-09,Annual Fee,738.9
356066,2018-11-10,2018-11-09,Monthly Fee,26.5
356145,2018-11-10,2018-11-09,Annual Fee,382.9
356145,2018-11-10,2018-11-09,Monthly Fee,26.5
356145,2018-11-10,2018-12-21,Monthly Fee,26.5
356145,2018-11-10,2019-01-10,Monthly Fee,26.5
356145,2018-11-10,2019-02-10,Monthly Fee,26.5
356145,2018-11-10,2019-03-10,Monthly Fee,26.5
356145,2018-11-10,2019-04-10,Monthly Fee,26.5
356145,2018-11-10,2019-05-10,Monthly Fee,26.5
356148,2018-11-10,2018-11-09,Annual Fee,1395.2
356148,2018-11-10,2018-11-09,Monthly Fee,26.5
356148,2018-11-10,2018-12-10,Monthly Fee,26.5
356148,2018-11-10,2019-01-15,Monthly Fee,26.5
356148,2018-11-10,2019-02-10,Monthly Fee,26.5
356148,2018-11-10,2019-03-10,Monthly Fee,26.5
356148,2018-11-10,2019-04-14,Monthly Fee,26.5
356148,2018-11-10,2019-05-14,Monthly Fee,26.5
356177,2018-11-10,2018-11-09,Annual Fee,599.9
356177,2018-11-10,2018-11-09,Monthly Fee,26.5
356177,2018-11-10,2018-12-10,Monthly Fee,26.5
356177,2018-11-10,2019-01-10,Monthly Fee,26.5
356177,2018-11-10,2019-02-10,Monthly Fee,26.5
356177,2018-11-10,2019-03-10,Monthly Fee,26.5
356177,2018-11-10,2019-04-10,Monthly Fee,26.5
356177,2018-11-10,2019-05-10,Monthly Fee,26.5
356187,2018-11-10,2018-11-09,Annual Fee,382.9
356187,2018-11-10,2018-11-09,Monthly Fee,26.5
356187,2018-11-10,2018-12-10,Monthly Fee,26.5
356191,2018-11-10,2018-11-09,Annual Fee,489.1
356191,2018-11-10,2018-11-09,Monthly Fee,26.5
356191,2018-11-10,2018-12-19,Annual Fee,489.1
356191,2018-11-10,2018-12-19,Monthly Fee,26.5
356191,2018-11-10,2018-12-10,Monthly Fee,26.5
356199,2018-11-10,2018-11-09,Annual Fee,331.9
356199,2018-11-10,2018-11-09,Monthly Fee,26.5
356199,2018-11-10,2018-12-10,Monthly Fee,26.5
356199,2018-11-10,2019-01-10,Monthly Fee,26.5
356205,2018-11-10,2018-11-09,Annual Fee,4646.9
356205,2018-11-10,2018-11-09,Monthly Fee,26.5
356215,2018-11-10,2018-11-09,Annual Fee,617.0
356215,2018-11-10,2018-11-09,Monthly Fee,26.5
356238,2018-11-10,2018-11-09,Annual Fee,402.2
356238,2018-11-10,2018-11-09,Monthly Fee,26.5
356238,2018-11-10,2018-12-10,Monthly Fee,26.5
356238,2018-11-10,2019-01-10,Monthly Fee,26.5
355424,2018-11-09,2018-11-08,Annual Fee,489.1
355424,2018-11-09,2018-11-08,Monthly Fee,26.5
355430,2018-11-09,2018-11-08,Annual Fee,285.9
355430,2018-11-09,2018-11-08,Monthly Fee,26.5
355430,2018-11-09,2018-12-09,Monthly Fee,26.5
355434,2018-11-09,2018-11-08,Annual Fee,242.6
355434,2018-11-09,2018-11-08,Monthly Fee,26.5
355436,2018-11-09,2018-11-08,Annual Fee,468.7
355436,2018-11-09,2018-11-08,Monthly Fee,26.5
355437,2018-11-09,2018-11-08,Annual Fee,1652.7
355437,2018-11-09,2018-11-08,Monthly Fee,26.5
355437,2018-11-09,2018-12-09,Monthly Fee,26.5
355437,2018-11-09,2019-01-09,Monthly Fee,26.5
355437,2018-11-09,2019-02-09,Monthly Fee,26.5
355437,2018-11-09,2019-03-09,Monthly Fee,26.5
355438,2018-11-09,2018-11-08,Annual Fee,304.1
355438,2018-11-09,2018-11-08,Monthly Fee,26.5
355454,2018-11-09,2018-11-08,Annual Fee,1062.5
355454,2018-11-09,2018-11-08,Monthly Fee,26.5
355458,2018-11-09,2018-11-08,Annual Fee,382.9
355458,2018-11-09,2018-11-08,Monthly Fee,26.5
355458,2018-11-09,2018-12-09,Monthly Fee,26.5
355458,2018-11-09,2019-01-11,Monthly Fee,26.5
355458,2018-11-09,2019-02-27,Monthly Fee,26.5
355461,2018-11-09,2018-11-08,Annual Fee,1002.0
355461,2018-11-09,2018-11-08,Monthly Fee,26.5
355461,2018-11-09,2019-01-03,Monthly Fee,26.5
355461,2018-11-09,2019-01-09,Monthly Fee,26.5
355461,2018-11-09,2019-02-09,Monthly Fee,26.5
355461,2018-11-09,2019-03-09,Monthly Fee,26.5
355461,2018-11-09,2019-04-09,Monthly Fee,26.5
355461,2018-11-09,2019-05-09,Monthly Fee,26.5
355529,2018-11-09,2018-11-08,Annual Fee,388.1
355529,2018-11-09,2018-11-08,Monthly Fee,26.5
355529,2018-11-09,2018-12-09,Monthly Fee,26.5
355545,2018-11-09,2018-11-08,Annual Fee,319.6
355545,2018-11-09,2018-11-08,Monthly Fee,26.5
355545,2018-11-09,2018-12-09,Monthly Fee,26.5
355554,2018-11-09,2018-11-08,Annual Fee,793.8
355554,2018-11-09,2018-11-08,Monthly Fee,26.5
355566,2018-11-09,2018-11-08,Annual Fee,331.9
355566,2018-11-09,2018-11-08,Monthly Fee,26.5
355566,2018-11-09,2018-12-09,Monthly Fee,26.5
355586,2018-11-09,2018-11-08,Annual Fee,388.5
355586,2018-11-09,2018-11-08,Monthly Fee,26.5
355586,2018-11-09,2018-12-09,Monthly Fee,26.5
355586,2018-11-09,2019-01-09,Monthly Fee,26.5
355586,2018-11-09,2019-02-09,Monthly Fee,26.5
355586,2018-11-09,2019-03-09,Monthly Fee,26.5
355586,2018-11-09,2019-04-09,Monthly Fee,26.5
355586,2018-11-09,2019-05-09,Monthly Fee,26.5
355605,2018-11-09,2018-11-08,Annual Fee,2784.8
355605,2018-11-09,2018-11-08,Monthly Fee,26.5
355605,2018-11-09,2018-12-09,Monthly Fee,26.5
355605,2018-11-09,2019-01-09,Monthly Fee,26.5
355605,2018-11-09,2019-02-15,Monthly Fee,26.5
355605,2018-11-09,2019-03-09,Monthly Fee,26.5
355605,2018-11-09,2019-04-09,Monthly Fee,26.5
355605,2018-11-09,2019-05-09,Monthly Fee,26.5
355607,2018-11-09,2018-11-08,Annual Fee,285.9
355607,2018-11-09,2018-11-08,Monthly Fee,26.5
355607,2018-11-09,2018-11-20,Annual Fee,285.9
355607,2018-11-09,2018-11-20,Monthly Fee,26.5
355641,2018-11-09,2018-11-08,Annual Fee,561.1
355641,2018-11-09,2018-11-08,Monthly Fee,26.5
355641,2018-11-09,2018-12-09,Monthly Fee,26.5
355641,2018-11-09,2019-01-09,Monthly Fee,26.5
355641,2018-11-09,2019-02-09,Monthly Fee,26.5
355641,2018-11-09,2019-03-09,Monthly Fee,26.5
355641,2018-11-09,2019-04-09,Monthly Fee,26.5
355641,2018-11-09,2019-05-09,Monthly Fee,26.5
355703,2018-11-09,2018-11-08,Annual Fee,237.1
355703,2018-11-09,2018-11-08,Monthly Fee,26.5
355703,2018-11-09,2018-12-09,Monthly Fee,26.5
355708,2018-11-09,2018-11-08,Annual Fee,323.6
355708,2018-11-09,2018-11-08,Monthly Fee,26.5
355708,2018-11-09,2018-12-09,Monthly Fee,26.5
355708,2018-11-09,2019-01-09,Monthly Fee,26.5
355714,2018-11-09,2018-11-08,Annual Fee,388.5
355714,2018-11-09,2018-11-08,Monthly Fee,26.5
355714,2018-11-09,2018-12-09,Monthly Fee,26.5
355714,2018-11-09,2019-01-09,Monthly Fee,26.5
355714,2018-11-09,2019-02-12,Monthly Fee,26.5
355714,2018-11-09,2019-03-09,Monthly Fee,26.5
355714,2018-11-09,2019-04-10,Monthly Fee,26.5
355714,2018-11-09,2019-05-09,Monthly Fee,26.5
355716,2018-11-09,2018-11-08,Annual Fee,311.8
355716,2018-11-09,2018-11-08,Monthly Fee,26.5
355716,2018-11-09,2018-12-09,Monthly Fee,26.5
355716,2018-11-09,2019-01-09,Monthly Fee,26.5
355716,2018-11-09,2019-02-09,Monthly Fee,26.5
355716,2018-11-09,2019-03-09,Monthly Fee,26.5
355716,2018-11-09,2019-04-09,Monthly Fee,26.5
355716,2018-11-09,2019-05-09,Monthly Fee,26.5
355722,2018-11-09,2018-11-08,Annual Fee,509.2
355722,2018-11-09,2018-11-08,Monthly Fee,26.5
355722,2018-11-09,2018-12-09,Monthly Fee,26.5
355722,2018-11-09,2019-01-09,Monthly Fee,26.5
355722,2018-11-09,2019-02-09,Monthly Fee,26.5
355722,2018-11-09,2019-03-09,Monthly Fee,26.5
355722,2018-11-09,2019-04-09,Monthly Fee,26.5
355726,2018-11-09,2018-11-08,Annual Fee,477.6
355726,2018-11-09,2018-11-08,Monthly Fee,26.5
355740,2018-11-09,2018-11-08,Annual Fee,668.1
355740,2018-11-09,2018-11-08,Monthly Fee,26.5
355742,2018-11-09,2018-11-08,Annual Fee,489.1
355742,2018-11-09,2018-11-08,Monthly Fee,26.5
355745,2018-11-09,2018-11-08,Annual Fee,2519.9
355745,2018-11-09,2018-11-08,Monthly Fee,26.5
355745,2018-11-09,2018-12-09,Monthly Fee,26.5
355745,2018-11-09,2019-01-09,Monthly Fee,26.5
355757,2018-11-09,2018-11-08,Annual Fee,241.8
355757,2018-11-09,2018-11-08,Monthly Fee,26.5
355765,2018-11-09,2018-11-08,Annual Fee,1690.2
355765,2018-11-09,2018-11-08,Monthly Fee,26.5
355765,2018-11-09,2018-12-09,Monthly Fee,26.5
355765,2018-11-09,2019-01-09,Monthly Fee,26.5
356243,2018-11-09,2018-11-09,Annual Fee,949.7
356243,2018-11-09,2018-11-09,Monthly Fee,26.5
353045,2018-11-08,2018-11-02,Annual Fee,382.9
353045,2018-11-08,2018-11-02,Monthly Fee,26.5
353045,2018-11-08,2018-12-08,Monthly Fee,26.5
353045,2018-11-08,2019-01-08,Monthly Fee,26.5
353045,2018-11-08,2019-02-08,Monthly Fee,26.5
354984,2018-11-08,2018-11-07,Annual Fee,1727.9
354984,2018-11-08,2018-11-07,Monthly Fee,26.5
354984,2018-11-08,2018-12-08,Monthly Fee,26.5
354984,2018-11-08,2019-01-08,Monthly Fee,26.5
354984,2018-11-08,2019-02-08,Monthly Fee,26.5
354989,2018-11-08,2018-11-07,Annual Fee,237.1
354989,2018-11-08,2018-11-07,Monthly Fee,26.5
354996,2018-11-08,2018-11-07,Annual Fee,304.1
354996,2018-11-08,2018-11-07,Monthly Fee,26.5
355033,2018-11-08,2018-11-07,Annual Fee,617.0
355033,2018-11-08,2018-11-07,Monthly Fee,26.5
355033,2018-11-08,2019-01-03,Monthly Fee,26.5
355033,2018-11-08,2019-01-29,Monthly Fee,26.5
355036,2018-11-08,2018-11-07,Annual Fee,1652.7
355036,2018-11-08,2018-11-07,Monthly Fee,26.5
355043,2018-11-08,2018-11-07,Annual Fee,634.7
355043,2018-11-08,2018-11-07,Monthly Fee,26.5
355043,2018-11-08,2018-12-08,Monthly Fee,26.5
355065,2018-11-08,2018-11-07,Annual Fee,500.3
355065,2018-11-08,2018-11-07,Monthly Fee,26.5
355065,2018-11-08,2018-12-08,Monthly Fee,26.5
355065,2018-11-08,2019-01-08,Monthly Fee,26.5
355114,2018-11-08,2018-11-07,Annual Fee,749.2
355114,2018-11-08,2018-11-07,Monthly Fee,26.5
355115,2018-11-08,2018-11-07,Annual Fee,581.6
355115,2018-11-08,2018-11-07,Monthly Fee,26.5
355115,2018-11-08,2018-12-08,Monthly Fee,26.5
355115,2018-11-08,2019-02-12,Monthly Fee,26.5
355115,2018-11-08,2019-03-08,Monthly Fee,26.5
355179,2018-11-08,2018-11-07,Annual Fee,749.2
355179,2018-11-08,2018-11-07,Monthly Fee,26.5
355184,2018-11-08,2018-11-07,Annual Fee,675.8
355184,2018-11-08,2018-11-07,Monthly Fee,26.5
355184,2018-11-08,2018-12-08,Monthly Fee,26.5
355184,2018-11-08,2019-01-08,Monthly Fee,26.5
355184,2018-11-08,2019-02-08,Monthly Fee,26.5
355184,2018-11-08,2019-03-08,Monthly Fee,26.5
355184,2018-11-08,2019-04-08,Monthly Fee,26.5
355184,2018-11-08,2019-05-08,Monthly Fee,26.5
355190,2018-11-08,2018-11-07,Annual Fee,517.0
355190,2018-11-08,2018-11-07,Monthly Fee,26.5
355190,2018-11-08,2018-12-08,Monthly Fee,26.5
355190,2018-11-08,2019-01-08,Monthly Fee,26.5
355206,2018-11-08,2018-11-07,Annual Fee,365.0
355206,2018-11-08,2018-11-07,Monthly Fee,26.5
355206,2018-11-08,2018-12-08,Monthly Fee,26.5
355217,2018-11-08,2018-11-07,Annual Fee,277.1
355217,2018-11-08,2018-11-07,Monthly Fee,26.5
355217,2018-11-08,2018-12-08,Monthly Fee,26.5
355233,2018-11-08,2018-11-07,Annual Fee,395.5
355233,2018-11-08,2018-11-07,Monthly Fee,26.5
355233,2018-11-08,2018-12-08,Monthly Fee,26.5
355233,2018-11-08,2019-01-08,Monthly Fee,26.5
355233,2018-11-08,2019-03-08,Monthly Fee,26.5
355233,2018-11-08,2019-03-05,Monthly Fee,26.5
355233,2018-11-08,2019-04-08,Monthly Fee,26.5
355233,2018-11-08,2019-05-08,Monthly Fee,26.5
355248,2018-11-08,2018-11-07,Annual Fee,304.1
355248,2018-11-08,2018-11-07,Monthly Fee,26.5
355248,2018-11-08,2018-12-08,Monthly Fee,26.5
355248,2018-11-08,2019-01-08,Monthly Fee,26.5
355257,2018-11-08,2018-11-07,Annual Fee,508.5
355257,2018-11-08,2018-11-07,Monthly Fee,26.5
355328,2018-11-08,2018-11-07,Annual Fee,1062.0
355328,2018-11-08,2018-11-07,Monthly Fee,26.5
355328,2018-11-08,2018-12-08,Monthly Fee,26.5
355328,2018-11-08,2019-01-08,Monthly Fee,26.5
355328,2018-11-08,2019-02-08,Monthly Fee,26.5
355328,2018-11-08,2019-03-08,Monthly Fee,26.5
355328,2018-11-08,2019-04-08,Monthly Fee,26.5
355328,2018-11-08,2019-05-08,Monthly Fee,26.5
355338,2018-11-08,2018-11-07,Annual Fee,269.9
355338,2018-11-08,2018-11-07,Monthly Fee,26.5
355338,2018-11-08,2018-12-08,Monthly Fee,26.5
355338,2018-11-08,2019-01-08,Monthly Fee,26.5
355338,2018-11-08,2019-02-08,Monthly Fee,26.5
355338,2018-11-08,2019-03-08,Monthly Fee,26.5
355338,2018-11-08,2019-04-08,Monthly Fee,26.5
355340,2018-11-08,2018-11-07,Annual Fee,285.9
355340,2018-11-08,2018-11-07,Monthly Fee,26.5
355340,2018-11-08,2018-12-08,Monthly Fee,26.5
355340,2018-11-08,2019-01-08,Monthly Fee,26.5
355340,2018-11-08,2019-02-08,Monthly Fee,26.5
355340,2018-11-08,2019-03-08,Monthly Fee,26.5
355345,2018-11-08,2018-11-07,Annual Fee,949.7
355345,2018-11-08,2018-11-07,Monthly Fee,26.5
355345,2018-11-08,2018-12-08,Monthly Fee,26.5
355345,2018-11-08,2019-01-08,Monthly Fee,26.5
355345,2018-11-08,2019-02-08,Monthly Fee,26.5
355345,2018-11-08,2019-03-08,Monthly Fee,26.5
355345,2018-11-08,2019-04-08,Monthly Fee,26.5
355345,2018-11-08,2019-05-08,Monthly Fee,26.5
355347,2018-11-08,2018-11-07,Annual Fee,738.9
355347,2018-11-08,2018-11-07,Monthly Fee,26.5
355347,2018-11-08,2018-12-08,Monthly Fee,26.5
355347,2018-11-08,2019-01-08,Monthly Fee,26.5
355353,2018-11-08,2018-11-07,Annual Fee,1197.6
355353,2018-11-08,2018-11-07,Monthly Fee,26.5
355353,2018-11-08,2018-12-08,Monthly Fee,26.5
355353,2018-11-08,2019-01-08,Monthly Fee,26.5
355353,2018-11-08,2019-02-08,Monthly Fee,26.5
355353,2018-11-08,2019-03-08,Monthly Fee,26.5
355353,2018-11-08,2019-04-08,Monthly Fee,26.5
355353,2018-11-08,2019-05-08,Monthly Fee,26.5
355356,2018-11-08,2018-11-07,Annual Fee,245.4
355356,2018-11-08,2018-11-07,Monthly Fee,26.5
355356,2018-11-08,2018-12-08,Monthly Fee,26.5
355356,2018-11-08,2019-01-08,Monthly Fee,26.5
355356,2018-11-08,2019-02-08,Monthly Fee,26.5
355356,2018-11-08,2019-03-08,Monthly Fee,26.5
355356,2018-11-08,2019-04-08,Monthly Fee,26.5
355356,2018-11-08,2019-05-08,Monthly Fee,26.5
355361,2018-11-08,2018-11-07,Annual Fee,388.1
355361,2018-11-08,2018-11-07,Monthly Fee,26.5
355361,2018-11-08,2018-12-08,Monthly Fee,26.5
355361,2018-11-08,2019-01-08,Monthly Fee,26.5
